Žurnāls: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_SOL.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.000898 (Main)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 563,641 sveces  |  2020-08-15 11:00:00 → 2025-12-25 13:20:00
Izmantojam     : 241,561 sveces  |  2023-09-08 19:20:00 → 2025-12-25 13:20:00
Apmācība (~2g) : 0..161,040  (2023-09-08 19:20:00 → 2025-03-20 23:15:00)
Tests  (~1g)   : 161,040..241,561  (2025-03-20 23:20:00 → 2025-12-25 13:20:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.000898 (Main)_SOL/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    56,832   111    -0.00132  -0.0016  0.0006  1.104↓    0.0%  -1.351  4.14e-05  47.7%/11.7%/19.3%/21.3%
    57,344   112    -0.00138  -0.0005  0.0011  1.131↓    0.0%  -0.296  3.93e-05  40.0%/13.3%/23.8%/22.9%
    57,856   113    -0.00134  -0.0005  0.0007  1.130↓    0.0%  -1.680  3.71e-05  45.1%/14.8%/18.4%/21.7%
    58,368   114    -0.00134  +0.0002  0.0008  1.159↓    0.0%  -0.589  3.51e-05  36.1%/18.8%/20.9%/24.2%
    58,880   115    -0.00128  +0.0016  0.0007  1.147↓    0.0%  -0.466  3.30e-05  42.6%/17.0%/20.3%/20.1%
    59,392   116    -0.00129  -0.0004  0.0008  1.135↓    0.0%  -1.362  3.11e-05  38.3%/17.6%/20.7%/23.4%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_SOL\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00125  +0.0003  0.0010  1.113↓    0.0%  +0.249  2.92e-05  41.6%/13.5%/22.5%/22.5%
    60,416   118    -0.00129  -0.0003  0.0008  1.111↓    0.0%  +0.474  2.73e-05  38.5%/16.6%/20.9%/24.0%
    60,928   119    -0.00127  -0.0005  0.0008  1.123↓    0.0%  +0.387  2.55e-05  40.6%/17.8%/19.5%/22.1%
    61,440   120    -0.00128  -0.0005  0.0009  1.107↓    0.0%  +0.032  2.38e-05  40.0%/12.5%/24.0%/23.4%
    61,952   121    -0.00131  +0.0001  0.0007  1.105↓    0.0%  -0.651  2.21e-05  40.4%/14.8%/20.5%/24.2%
    62,464   122    -0.00124  -0.0008  0.0008  1.144↓    0.0%  -1.142  2.05e-05  37.7%/17.8%/23.4%/21.1%
    62,976   123    -0.00126  +0.0002  0.0007  1.141↓    0.0%  -0.562  1.89e-05  38.5%/15.0%/22.1%/24.4%
    63,488   124    -0.00127  +0.0006  0.0010  1.141↓    0.0%  -0.526  1.74e-05  42.0%/15.2%/20.3%/22.5%
    64,000   125    -0.00124  +0.0002  0.0008  1.144↓    0.0%  -2.600  1.60e-05  37.5%/17.4%/20.9%/24.2%
    64,512   126    -0.00121  +0.0008  0.0009  1.160↓    0.1%  -1.257  1.46e-05  37.1%/19.3%/19.7%/23.8%
    65,024   127    -0.00120  +0.0012  0.0007  1.127↓    0.0%  -2.044  1.33e-05  40.6%/14.3%/22.3%/22.9%
    65,536   128    -0.00113  -0.0022  0.0007  1.169↓    0.0%  -0.388  1.21e-05  38.7%/16.8%/21.9%/22.7%
    66,048   129    -0.00111  +0.0009  0.0010  1.180↓    0.1%  -0.783  1.09e-05  40.0%/15.8%/22.5%/21.7%
    66,560   130    -0.00105  +0.0010  0.0007  1.137↓    0.0%  -0.656  9.77e-06  42.4%/15.8%/19.1%/22.7%
    67,072   131    -0.00101  -0.0004  0.0011  1.181↓    0.0%  -1.550  8.72e-06  43.4%/13.5%/23.6%/19.5%
    67,584   132    -0.00106  -0.0000  0.0009  1.147↓    0.0%  +0.175  7.73e-06  35.5%/18.0%/22.7%/23.8%
    68,096   133    -0.00100  +0.0023  0.0008  1.137↓    0.0%  -3.774  6.81e-06  39.5%/13.1%/24.0%/23.4%
    68,608   134    -0.00098  -0.0007  0.0008  1.132↓    0.0%  -2.267  5.96e-06  41.4%/16.4%/19.3%/22.9%
    69,120   135    -0.00098  +0.0008  0.0007  1.145↓    0.1%  -3.268  5.17e-06  40.6%/16.4%/20.3%/22.7%
    69,632   136    -0.00095  +0.0008  0.0007  1.147↓    0.0%  -0.811  4.45e-06  40.2%/17.4%/20.3%/22.1%
